
link: https://dulich.vnexpress.net/photo/da-nang/quan-bun-cha-ca-50-nam-khoi-dau-tu-hang-rong-o-da-nang-3767328.html,
description: Quán 109 mở cửa từ cuối thập niên 60 của thế kỷ trước, thu hút thực khách bởi món bún chả cá đậm đà hương vị miền biển.

title: Hai cách gấp đồ đơn giản với hành lý xách tay,
link: https://dulich.vnexpress.net/tin-tuc/tu-van/kinh-nghiem/hai-cach-gap-do-don-gian-voi-hanh-ly-xach-tay-3765420.html,
description: Cuộn tròn và gập mỏng từ quần áo dài, đồ lót tới tất, giúp bạn có thể xếp được nhiều quần áo hơn dù chỉ dùng một vali cỡ nhỏ. 

title: Những cổ động viên lạ mắt nhất World Cup 2018,
link: https://dulich.vnexpress.net/photo/dau-chan/nhung-co-dong-vien-la-mat-nhat-world-cup-2018-3767503.html,
description: Cổ động viên từ khắp thế giới đổ về Nga mang theo những trang phục độc đáo, khuấy động bầu không khí World Cup 2018.

title: Fisht - sân vận động diễn ra trận Đức đối đầu Thụy Điển,
link: https://dulich.vnexpress.net/photo/quoc-te/fisht-san-van-dong-dien-ra-tran-duc-doi-dau-thuy-dien-3767582.html,
description: Fisht là một trong những sân vận động độc đáo nhất World Cup với thiết kế 2 cánh vòm có thể đóng mở.

title: Những điều thú vị về 'ngôi đền tình yêu' Taj Mahal ở Ấn Độ,
link: https://vnexpress.net/infographics/quoc-te/nhung-dieu-thu-vi-ve-ngoi-den-tinh-yeu-taj-mahal-o-an-do-3767540.html,
description: Là một trong những kỳ quan thế giới đương đại, Taj Mahal là công trình bằng đá cẩm thạch, có thể đổi màu 3 lần một ngày.

title: Báo Anh gợi ý 6 điểm phải đến khi du lịch Việt Nam,
link: https://dulich.vnexpress.net/tin-tuc/tu-van/hanh-trinh/bao-anh-goi-y-6-diem-phai-den-khi-du-lich-viet-nam-3767208.html,
description: Trang du lịch Rough Guides giới thiệu du khách đến Việt Nam không thể bỏ qua thủ đô Hà Nội, Hội An hay đồng băng sông Cửu Long.

title: 'Vùng tán tỉnh' - nơi khách ngoại làm quen những cô gái Nga,
link: https://dulich.vnexpress.net/tin-tuc/dau-chan/vung-tan-tinh-noi-khach-ngoai-lam-quen-nhung-co-gai-nga-3766580.html,
description: Những người đàn ông ngoại quốc phải cạnh tranh khá nhiều để xin số các cô gái Nga, vì lượng fan khổng lồ đổ xô đến xem World Cup.

title: Vì sao máy bay không được bay qua nóc nhà của Messi?,
link: https://dulich.vnexpress.net/tin-tuc/quoc-te/vi-sao-may-bay-khong-duoc-bay-qua-noc-nha-cua-messi-3766934.html,
description: "Bạn không thể bay qua nơi Messi sống, chuyện này không xảy ra tại bất cứ nơi nào khác trên thế giới", theo chủ tịch một hãng hàng không.

title: Quán cà phê có cá bơi lội ngay dưới chân ở Sài Gòn,
link: https://dulich.vnexpress.net/photo/anh-video/quan-ca-phe-co-ca-boi-loi-ngay-duoi-chan-o-sai-gon-3765242.html,
description: Một tầng của quán được cải tạo thành bể nước và thả cá xuống, thu hút nhiều người tìm đến trải nghiệm.

title: Phi công bị tố mở máy lạnh hết công suất đuổi khách,
link: https://dulich.vnexpress.net/tin-tuc/quoc-te/phi-cong-bi-to-mo-may-lanh-het-cong-suat-duoi-khach-3767728.html,
description: Hành khách đi chuyến nội địa ở Ấn Độ đã phải đợi 4 tiếng trước khi bị yêu cầu ra khỏi máy bay lúc trời mưa to.

title: Đam mê của người đàn ông 30 năm làm bartender ở Sài Gòn,
link: https://dulich.vnexpress.net/tin-tuc/dau-chan/dam-me-cua-nguoi-dan-ong-30-nam-lam-bartender-o-sai-gon-3766094.html,
description: Ông Võ Tấn Sĩ theo nghề pha chế từ năm 1985 và hiện là thầy giáo tại một trường cao đẳng nghề ở Sài Gòn.

title: Khuyến mãi chỉ phụ nữ béo được hưởng tại công viên Trung Quốc,
link: https://dulich.vnexpress.net/photo/quoc-te/khuyen-mai-chi-phu-nu-beo-duoc-huong-tai-cong-vien-trung-quoc-3767210.html,
description: Những người nặng hơn 61,8 kg sẽ được miễn vé vào cửa một công viên giải trí ở Tây An, Trung Quốc.

title: Món cá muối 3 năm mới được thưởng thức ở Nhật,
link: https://dulich.vnexpress.net/tin-tuc/quoc-te/mon-ca-muoi-3-nam-moi-duoc-thuong-thuc-o-nhat-3766905.html,
description: Funazushi làm từ cá chép, cá diếc ở hồ Biwa (tỉnh Shiga) sau khi làm sạch thì được ướp với muối tới 3 năm và ăn kèm cơm bên ngoài. 

title: 'Thủy quái' xuất hiện trong khu vực thắng cảnh ở Trung Quốc,
link: https://dulich.vnexpress.net/tin-tuc/quoc-te/thuy-quai-xuat-hien-trong-khu-vuc-thang-canh-o-trung-quoc-3764739.html,
description: Một nhân viên đã ghi lại được khoảnh khắc ông cho là con quái vật trong truyền thuyết của người Trung Quốc xuất hiện dưới hồ Kanas.

title: Bên trong resort 5 sao mới nhất ở Bãi Trường, Phú Quốc,
link: https://dulich.vnexpress.net/tin-tuc/viet-nam/ben-trong-resort-5-sao-moi-nhat-o-bai-truong-phu-quoc-3767279.html,
description: Mở cửa ngày 21/6, InterContinental Phu Quoc Long Beach Resort là khu nghỉ dưỡng đầu tiên của tập đoàn quốc tế IHG tại Phú Quốc.

title: Bắc Kinh tăng cường thu hút du khách Việt Nam,
link: https://dulich.vnexpress.net/tin-tuc/viet-nam/bac-kinh-tang-cuong-thu-hut-du-khach-viet-nam-3767184.html,
description: Hàng không tăng chuyến giữa Bắc Kinh và Việt Nam, cùng nỗ lực của các doanh nghiệp lữ hành khiến khách Việt tới Bắc Kinh ngày một tăng.

title: 'Cuộc đua kỳ thú' cho gia đình ở khu sinh thái Diễn Lâm,
link: https://dulich.vnexpress.net/tin-tuc/viet-nam/cuoc-dua-ky-thu-cho-gia-dinh-o-khu-sinh-thai-dien-lam-3767609.html,
description: Chào mừng ngày Gia đình Việt Nam 28/6, du khách sẽ được hưởng nhiều chương trình ưu đãi khi nghỉ dưỡng tại khu sinh thái Mường Thanh Diễn Lâm.

title: Hai điểm du lịch hè Hàn Quốc làm say lòng du khách Việt,
link: https://dulich.vnexpress.net/tin-tuc/quoc-te/hai-diem-du-lich-he-han-quoc-lam-say-long-du-khach-viet-3767399.html,
description: Đảo Jeju và Nami sở hữu khí hậu mùa hè mát mẻ, dịu êm là điểm đến lý tưởng hút khách Việt.

title: Cristiano Ronaldo - sân bay thuộc top nguy hiểm nhất thế giới,
link: https://dulich.vnexpress.net/tin-tuc/quoc-te/cristiano-ronaldo-san-bay-thuoc-top-nguy-hiem-nhat-the-gioi-3766738.html,
description: Tại sân bay Cristiano Ronaldo, Bồ Đào Nha, phi công phải hạ cánh trên đường băng nhỏ, hẹp, một bên là vách núi một bên là biển sâu.

title: Lịch trình 3 ngày khám phá hoang đảo ở Cát Bà,
link: https://vnexpress.net/projects/lich-trinh-3-ngay-kham-pha-hoang-dao-o-cat-ba-3765026/index.html,
description: 3 ngày khám phá hoang đảo Cát Bà sẽ đưa du khách đến những bãi biển hoang sơ, lặn biển ngắm san hô, chèo thuyền kayak khám phá hang động.

title: 10 điều lý thú về Senegal - đại diện châu Phi đầu tiên thắng tại World Cup,
link: https://dulich.vnexpress.net/photo/quoc-te/10-dieu-ly-thu-ve-senegal-dai-dien-chau-phi-dau-tien-thang-tai-world-cup-3766326.html,
description: Không chỉ có đội bóng đánh bại tuyển Ba Lan, Senegal còn khiến du khách bất ngờ từ taxi có đuôi đến hồ nước hồng khổng lồ.

title: Những bãi biển kỳ lạ nhất hành tinh,
link: https://dulich.vnexpress.net/tin-tuc/quoc-te/nhung-bai-bien-ky-la-nhat-hanh-tinh-3767136.html,
description: Bãi biển phát sáng ở Maldives, biển ẩn mình trong hang động ở Mexico hay bãi biển đen ở Iceland là một trong những nơi kỳ lạ nhất thế giới.

title: Sư tử xổng chuồng, khách tham quan phải nấp trong công viên Bỉ,
link: https://dulich.vnexpress.net/tin-tuc/quoc-te/su-tu-xong-chuong-khach-tham-quan-phai-nap-trong-cong-vien-bi-3767284.html,
description: Khi con sư tử ra khỏi chuồng, khách tham quan trốn trong cửa hàng lưu niệm, còn một đoàn học sinh phải ngồi trên xe buýt.

title: Hoa súng nở tím hai bên dòng suối Yến,
link: https://dulich.vnexpress.net/photo/anh-video/hoa-sung-no-tim-hai-ben-dong-suoi-yen-3766828.html,
description: Suối Yến dịp này không còn những con thuyền xuôi ngược vào chùa Hương mà thay vào đó là sự yên ả cùng những bông hoa súng đang nở.

title: Quán cà phê đầu tiên cho khách ngồi trong bể cá ở Sài Gòn,
link: https://dulich.vnexpress.net/tin-tuc/viet-nam/ho-chi-minh/quan-ca-phe-dau-tien-cho-khach-ngoi-trong-be-ca-o-sai-gon-3767017.html,
description: Trên đường Phạm Văn Hai, quận Tân Bình, quán Amix biến mặt sàn thành hồ nước 25 mét vuông, thả khoảng 200 con cá chép lớn.

title: Ngọc Trinh diện váy bó sát luyện catwalk,
link: https://giaitri.vnexpress.net/photo/sao-dep-sao-xau/ngoc-trinh-dien-vay-bo-sat-luyen-catwalk-3768055.html,
description: Người đẹp cùng hoa hậu Hương Giang và các người mẫu chuẩn bị cho show diễn của Đỗ Long.

title: Hoàng tử Đan Mạch diễn show thời trang của Dior,
link: https://giaitri.vnexpress.net/tin-tuc/thoi-trang/lang-mot/hoang-tu-dan-mach-dien-show-thoi-trang-cua-dior-3768040.html,
description: Nikolai gây ấn tượng với giới mộ điệu nhờ vẻ ngoài lịch lãm, thời thượng. 

title: Tố My khóc vì áp lực khi hát 'Đắp mộ cuộc tình 2',
link: https://giaitri.vnexpress.net/tin-tuc/nhac/lang-nhac/to-my-khoc-vi-ap-luc-khi-hat-dap-mo-cuoc-tinh-2-3767858.html,
description: Ca sĩ mất hai tháng thu âm phần hai bài hit Bolero vì lo không vượt nổi cái bóng của bài đầu.

title: 30 thí sinh Hoa hậu Việt Nam trình diễn bikini cùng Chi Pu,
link: https://giaitri.vnexpress.net/photo/trong-nuoc/30-thi-sinh-hoa-hau-viet-nam-trinh-dien-bikini-cung-chi-pu-3767940.html,
description: Các cô gái thể hiện vẻ gợi cảm với áo tắm và khăn lụa đỏ trên nền nhạc "Đóa hoa hồng".

title: NSƯT Hồng Liên - đóa sen lặng lẽ tỏa hương,
link: https://giaitri.vnexpress.net/tin-tuc/nhac/lang-nhac/nsut-hong-lien-doa-sen-lang-le-toa-huong-3765486.html,
description: Giọng ca "Sợi nhớ sợi thương" có tính cách dịu dàng, cuộc sống bình dị và lấy ca hát làm niềm vui để giấu nỗi buồn.

title: Cô gái giảm 32 kg vào chung kết Hoa hậu Việt Nam 2018,
link: https://giaitri.vnexpress.net/tin-tuc/gioi-sao/trong-nuoc/co-gai-giam-32-kg-vao-chung-ket-hoa-hau-viet-nam-2018-3767933.html,
description: Huỳnh Phạm Thủy Tiên cùng 18 người đẹp khu vực phía Nam được lựa chọn đi tiếp tại cuộc thi nhan sắc.

title: Robbie Williams diễn cùng Taylor Swift sau scandal 'ngón tay thối' ở World Cup,
link: https://giaitri.vnexpress.net/tin-tuc/nhac/lang-nhac/robbie-williams-dien-cung-taylor-swift-sau-scandal-ngon-tay-thoi-o-world-cup-3768004.html,
description: Nam ca sĩ là khách mời trong tour diễn "Reputation" của Taylor Swift tại sân vận động Wembley, London, Anh. 

title: Cặp sao 'Game of Thrones' tổ chức đám cưới,
link: https://giaitri.vnexpress.net/photo/quoc-te/cap-sao-game-of-thrones-to-chuc-dam-cuoi-3767992.html,
description: Kit Harington và Rose Leslie mời nhiều bạn diễn trong bộ phim nổi tiếng dự hôn lễ tại lâu đài của cô dâu.

title: Đàm Vĩnh Hưng khen chàng trai 9x giả giọng Khánh Ly,
link: https://giaitri.vnexpress.net/tin-tuc/truyen-hinh/dam-vinh-hung-khen-chang-trai-9x-gia-giong-khanh-ly-3767994.html,
description: Anh đánh giá tạo hình và lối hát của ca sĩ Anh Tú "thú vị" khi hóa thân danh ca trong "Gương mặt thân quen".

title: Ba cuốn sách bàn về cái chết,
link: https://giaitri.vnexpress.net/tin-tuc/sach/diem-sach/ba-cuon-sach-ban-ve-cai-chet-3766852.html,
description: "Trở về từ cõi sáng", "Mật mã sự sống", "Trải nghiệm cận tử" góp phần để độc giả khám phá ý nghĩa cuộc sống.

title: Đỗ Mỹ Linh, Hà Kiều Anh hở vai trên thảm đỏ Hoa hậu Việt Nam,
link: https://giaitri.vnexpress.net/photo/trong-nuoc/do-my-linh-ha-kieu-anh-ho-vai-tren-tham-do-hoa-hau-viet-nam-3767885.html,
description: Hai hoa hậu cùng các người đẹp Thùy Dung, Diễm Trang... tề tựu trong chung khảo phía Nam cuộc thi sắc đẹp, tối 23/6.

title: Phục trang đẳng cấp của các quý cô 'Ocean's 8',
link: https://giaitri.vnexpress.net/photo/lang-mot/phuc-trang-dang-cap-cua-cac-quy-co-oceans-8-3767740.html,
description: 300 món đồ chủ yếu là hàng hiệu Valentino, Saint Laurent, Givenchy, Catier... được dàn mỹ nhân Hollywood diện trong phim thời trang.

title: Nhan sắc NSƯT Hồng Liên qua gần 30 năm,
link: https://giaitri.vnexpress.net/tin-tuc/nhac/lang-nhac/nhan-sac-nsut-hong-lien-qua-gan-30-nam-3763089.html,
description: Giọng ca "Sợi nhớ sợi thương" có đôi mắt to, nét thoáng buồn trên khuôn mặt.

title: Trailer phim kinh dị về nàng tiên cá hot trong tuần,
link: https://giaitri.vnexpress.net/tin-tuc/phim/sau-man-anh/trailer-phim-kinh-di-ve-nang-tien-ca-hot-trong-tuan-3767775.html,
description: Tác phẩm kể về một nàng tiên cá phải lòng chàng trai, lôi anh xuống vùng nước sâu chết chóc.

title: 'Ocean's 8' - phim về siêu trộm lồng thông điệp nữ quyền,
link: https://giaitri.vnexpress.net/tin-tuc/phim/diem-phim/ocean-s-8-phim-ve-sieu-trom-long-thong-diep-nu-quyen-3767464.html,
description: Phim của đạo diễn Gary Ross ca ngợi hình tượng mạnh mẽ và hiện đại của phụ nữ.

title: Trụ trì chùa Thiếu Lâm ủng hộ dự án 'Thiếu Lâm Tự 2',
link: https://giaitri.vnexpress.net/tin-tuc/phim/sau-man-anh/tru-tri-chua-thieu-lam-ung-ho-du-an-thieu-lam-tu-2-3767755.html,
description: Hòa thượng Thích Vĩnh Tín hy vọng tác phẩm góp phần quảng bá văn hóa Thiếu Lâm, võ thuật truyền thống Trung Quốc.

title: Huyền My trượt Top 16 'Hoa hậu đẹp nhất thế giới 2017',
link: https://giaitri.vnexpress.net/tin-tuc/gioi-sao/quoc-te/huyen-my-truot-top-16-hoa-hau-dep-nhat-the-gioi-2017-3767691.html,
description: Đại diện Việt Nam áp đảo về lượt bình chọn của khán giả nhưng không thắng chân dài Kenya ở phần đánh giá của giám khảo.

title: 10 cô gái miền Tây vào chung khảo Hoa hậu Việt Nam,
link: https://giaitri.vnexpress.net/tin-tuc/gioi-sao/trong-nuoc/10-co-gai-mien-tay-vao-chung-khao-hoa-hau-viet-nam-3767622.html,
description: Mỗi tỉnh Kiên Giang, Bến Tre, Tiền Giang... có hai đại diện tại vòng chung khảo phía Nam cuộc thi nhan sắc quốc gia.

title: Mỹ Tâm: 'Nhiều ca sĩ trẻ không am hiểu chuyên môn âm nhạc',
link: https://giaitri.vnexpress.net/tin-tuc/nhac/lang-nhac/my-tam-nhieu-ca-si-tre-khong-am-hieu-chuyen-mon-am-nhac-3767606.html,
description: Ca sĩ nhận lời làm giám khảo game show vì muốn chia sẻ nhiều hơn về kiến thức nghề nghiệp với đàn em.

title: Sao phim 'Iron Man' sau 10 năm: Người thăng hoa, kẻ đi xuống,
link: https://giaitri.vnexpress.net/tin-tuc/phim/sau-man-anh/sao-phim-iron-man-sau-10-nam-nguoi-thang-hoa-ke-di-xuong-3764356.html,
description: Robert Downey Jr., Jeff Bridges liên tiếp gặt hái thành công còn Gwyneth Paltrow, Terrence Howard có phần giảm phong độ diễn xuất.

title: Dàn sao 'Hồ sơ trinh sát' hội tụ sau 23 năm,
link: https://giaitri.vnexpress.net/tin-tuc/gioi-sao/quoc-te/dan-sao-ho-so-trinh-sat-hoi-tu-sau-23-nam-3767717.html,
description: Đào Đại Vũ, Quách Ái Minh, Quách Khả Doanh... vui mừng vì đã lâu không gặp nhau.

title: Người đẹp 'Gạo nếp gạo tẻ' kể chuyện đóng cảnh nhạy cảm,
link: https://giaitri.vnexpress.net/tin-tuc/phim/sau-man-anh/nguoi-dep-gao-nep-gao-te-ke-chuyen-dong-canh-nhay-cam-3767672.html,
description: Diễn viên Băng Di căng cứng người trong bồn tắm vì mỏi mệt khi diễn cảnh quyến rũ đàn ông có vợ.

title: Tập mới 'Quỳnh búp bê' kể chuyện huấn luyện gái làng chơi,
link: https://giaitri.vnexpress.net/tin-tuc/phim/diem-phim/tap-moi-quynh-bup-be-ke-chuyen-huan-luyen-gai-lang-choi-3767730.html,
description: Trong tập hai, cô gái quê Quỳnh (Phương Oanh đóng) chịu nhiều đau khổ, tủi nhục ở lần đầu tiếp khách.

title: Bố Michael Jackson nhập viện vì ung thư giai đoạn cuối,
link: https://giaitri.vnexpress.net/tin-tuc/gioi-sao/quoc-te/bo-michael-jackson-nhap-vien-vi-ung-thu-giai-doan-cuoi-3767642.html,
description: Ông Joe Jackson được vợ và các con chăm sóc tại một bệnh viện ở Las Vegas, Mỹ.

title: Dàn kiều nữ của phim 'Ocean's 8',
link: https://giaitri.vnexpress.net/photo/truong-quay/da-n-kie-u-nu--cu-a-phim-oceans-8-3767419.html,
description: Rihanna, Sandra Bullock, Cate Blanchett, Anne Hathaway... tỏa sáng trong bộ phim đề cao nữ quyền của đạo diễn Gary Ross.

title: Phát ngôn viên Nhà Trắng bị yêu cầu rời khỏi nhà hàng,
link: https://vnexpress.net/tin-tuc/the-gioi/phat-ngon-vien-nha-trang-bi-yeu-cau-roi-khoi-nha-hang-3767999.html,
description: 
          Sarah Sanders và gia đình buộc phải rời một nhà hàng ở Virginia chỉ vì cô làm việc cho Trump.         

title: Máy bay chở cổ động viên Peru ở World Cup hỏng động cơ,
link: https://vnexpress.net/tin-tuc/the-gioi/may-bay-cho-co-dong-vien-peru-o-world-cup-hong-dong-co-3767982.html,
description: 
          Máy bay Nga chở cổ động viên Peru hạ cánh an toàn sau khi một lỗi động cơ khiến cabin ngập khói.        

title: Giọng điệu chống Mỹ biến mất trên truyền thông Triều Tiên,
link: https://vnexpress.net/tin-tuc/the-gioi/tu-lieu/giong-dieu-chong-my-bien-mat-tren-truyen-thong-trieu-tien-3767096.html,
description: 
          Việc Triều Tiên thời gian qua không đưa những thông tin tiêu cực về Mỹ được cho là một tín hiệu tốt giúp hóa giải căng thẳng trên bán đảo.        

title: Thế giới ngày 24/6: Tổng thống Zimbabwe suýt bị ám sát,
